City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,lorengau,-2.0226,147.2712,26.71,87,69,3.79,PG,1721315210
364,buka,40.8108,69.1986,29.57,22,48,2.71,UZ,1721315211
365,la sarre,48.8002,-79.1996,14.2,61,84,4.19,CA,1721314943
366,nikolayevsk-on-amure,53.1406,140.73,16.12,99,100,2.01,RU,1721315213
367,galliano,29.4422,-90.2992,31.11,84,40,0.0,US,1721315215
368,sona,45.4388,10.8255,34.21,40,20,2.06,IT,1721315216
369,paramaribo,5.8667,-55.1667,31.95,62,40,2.57,SR,1721315217
370,varjota,-4.1944,-40.4767,34.32,32,71,2.88,BR,1721315218
371,pathein,16.7833,94.7333,25.86,93,100,3.64,MM,1721315219
372,salaqi,40.5414,110.5108,25.92,34,0,0.79,CN,1721315220
373,amlapura,-8.45,115.6167,22.71,89,95,2.08,ID,1721315221
374,susuman,62.7833,148.1667,10.84,87,48,3.68,RU,1721315223
375,verkhotur'ye,58.8627,60.8054,19.66,78,61,1.51,RU,1721315224
376,catriel,-37.8791,-67.7956,11.57,50,99,6.05,AR,1721315225
377,las terrenas,19.311,-69.5428,30.93,79,40,4.12,DO,1721315139
378,shingu,33.7333,135.9833,23.49,96,100,2.39,JP,1721315227
379,ulaangom,49.9811,92.0667,21.77,45,13,2.49,MN,1721315228
380,syktyvkar,61.6764,50.8099,24.85,53,20,0.0,RU,1721315229
381,lebu,-37.6167,-73.65,9.44,77,100,7.47,CL,1721315231
382,flying fish cove,-10.4217,105.6791,24.82,83,40,6.17,CX,1721315232
383,jodhpur,26.2867,73.03,32.28,60,72,6.11,IN,1721315234
384,lakatoro,-16.0999,167.4164,25.61,90,72,3.67,VU,1721315235
385,nakhon nayok,14.1667,101.1,25.44,92,100,1.36,TH,1721315236
386,ust-nera,64.5667,143.2,14.27,81,26,2.43,RU,1721315237
387,madugula,17.9167,82.8,26.58,95,100,0.75,IN,1721315238
388,colonia,50.9333,6.95,29.69,44,0,2.06,DE,1721315063
389,patong,7.8961,98.2966,30.01,87,98,2.93,TH,1721315240
390,saint-joseph,-21.3667,55.6167,18.59,62,0,2.14,RE,1721315242
391,masumbwe,-3.6333,32.1833,29.93,21,30,2.41,TZ,1721315243
392,vila velha,-20.3297,-40.2925,28.97,54,0,2.06,BR,1721314807
393,saint-pierre,-21.3393,55.4781,19.2,62,0,2.38,RE,1721315246
394,tamanrasset,22.785,5.5228,38.95,7,0,8.23,DZ,1721315247
395,saipan,15.1355,145.701,29.39,79,40,5.66,MP,1721315187
396,kilju,40.9642,129.3278,21.04,95,71,1.64,KP,1721315250
397,piranhas,-16.4269,-51.8222,31.61,23,17,3.08,BR,1721315251
398,la ronge,55.1001,-105.2842,23.05,58,0,2.71,CA,1721315252
399,talakan,50.3167,130.3667,18.46,97,100,2.98,RU,1721315253
400,isafjordur,66.0755,-23.124,12.02,82,75,5.66,IS,1721315254
401,kone,-21.0595,164.8658,21.27,94,100,2.61,NC,1721315255
402,fortuna,40.5982,-124.1573,13.32,97,100,0.0,US,1721315242
403,kill devil hills,36.0307,-75.676,28.0,90,0,7.2,US,1721315258
404,keflavik,64.0049,-22.5624,13.24,82,75,3.09,IS,1721315259
405,ballina,-28.8667,153.5667,10.43,72,1,3.61,AU,1721315260
406,potosi,-19.5836,-65.7531,12.48,28,0,0.0,BO,1721315261
407,glubokiy,48.5217,40.3258,39.29,16,4,6.02,RU,1721315262
408,lethem,3.3803,-59.7968,28.89,71,57,0.46,GY,1721315264
409,kelme,55.6339,22.9342,24.01,65,66,5.49,LT,1721315265
410,atlantis,-33.5667,18.4834,14.68,86,15,2.32,ZA,1721315266
411,el fasher,13.6279,25.3494,37.16,23,50,4.99,SD,1721315267
412,raja,8.4596,25.678,29.61,55,100,1.46,SS,1721315268
413,emerald,-23.5333,148.1667,8.2,54,0,3.16,AU,1721315269
414,bhimunipatnam,17.8833,83.4333,26.73,92,100,3.34,IN,1721315271
415,weno,7.4515,151.8468,24.97,94,100,2.57,FM,1721315273
416,pasuquin,18.3328,120.6177,28.73,80,6,1.54,PH,1721315274
417,masterton,-40.9597,175.6575,8.94,97,5,2.06,NZ,1721315275
418,formosa,-26.1775,-58.1781,26.65,59,0,2.68,AR,1721315273
419,taganrog,47.2362,38.8969,35.57,27,26,3.85,RU,1721315277
420,ambon,-3.6954,128.1814,26.6,95,40,2.57,ID,1721315278
421,pundong,-7.9522,110.3486,23.95,86,16,3.32,ID,1721315279
422,limon,10.0,-83.0333,27.94,83,0,1.54,CR,1721315261
423,ciudad insurgentes,25.2625,-111.7753,23.22,68,6,2.23,MX,1721315282
424,freetown,8.484,-13.2299,23.99,95,100,5.09,SL,1721315283
425,kirensk,57.7853,108.1119,18.33,87,46,1.52,RU,1721315284
426,mount pearl,47.5166,-52.7813,25.47,87,62,1.52,CA,1721315288
427,georgiyevskaya,44.1114,43.4922,33.16,21,100,5.9,RU,1721315289
428,carutapera,-1.195,-46.02,29.62,61,54,2.24,BR,1721315290
429,ixtapa,20.7,-105.2,29.57,89,100,2.57,MX,1721315291
430,coalcoman de vazquez pallares,18.7833,-103.15,23.31,85,100,0.22,MX,1721315293
431,groningen,53.25,6.75,25.63,57,40,2.06,NL,1721315295
432,san andres,12.5847,-81.7006,30.01,79,20,5.14,CO,1721315265
433,revda,56.801,59.9303,18.15,88,92,2.11,RU,1721315298
434,mamfe,5.754,9.3123,23.99,97,100,0.98,CM,1721315299
435,kristiansund,63.1115,7.732,16.03,87,75,3.6,NO,1721315300
436,nogliki,51.8333,143.1667,10.41,96,100,3.19,RU,1721315301
437,ghazni,33.5536,68.4269,28.15,13,3,3.21,AF,1721315303
438,neftcala,39.3742,49.2472,28.76,56,44,3.01,AZ,1721315304
439,saurimo,-9.6608,20.3916,33.11,8,31,1.88,AO,1721315237
440,murun-kuren,49.6342,100.1625,15.41,92,100,1.76,MN,1721315289
441,deming,32.2687,-107.7586,26.94,44,0,6.69,US,1721315097
442,ust-tsilma,65.441,52.1498,21.75,64,100,4.33,RU,1721315308
443,thomaston,32.8882,-84.3266,28.59,71,0,2.06,US,1721315309
444,kerman,30.2832,57.0788,33.17,13,0,7.16,IR,1721315311
445,maracacume,-2.0428,-45.9592,32.43,45,59,1.61,BR,1721315312
446,escanaba,45.7453,-87.0646,21.11,55,0,3.6,US,1721315313
447,tambopata,-12.7333,-69.1833,24.94,69,0,1.03,PE,1721315314
448,rethymno,35.3647,24.4714,33.79,51,0,4.09,GR,1721315315
449,broome,42.2506,-75.833,23.83,62,40,5.14,US,1721315316
450,pangai,-19.8,-174.35,23.79,86,3,4.22,TO,1721315317
451,gobabis,-22.45,18.9667,26.66,6,0,6.22,NA,1721315278
452,stepnogorsk,52.3544,71.8869,17.45,88,74,3.56,KZ,1721315320
453,priob'ye,62.5206,65.5964,23.29,66,97,1.56,RU,1721315321
454,manakara,-22.1333,48.0167,20.82,80,0,2.68,MG,1721315322
455,ulsteinvik,62.3432,5.8487,17.95,73,70,1.34,NO,1721315323
456,mili,6.0815,171.735,26.86,82,100,3.63,MH,1721315324
457,fort mcmurray,56.7268,-111.381,24.73,57,0,2.57,CA,1721315325
458,ilkal,15.9667,76.1333,23.3,85,100,9.14,IN,1721315327
459,hoemul-li,41.4339,129.67,21.01,95,60,1.15,KP,1721315328
460,balqash,46.8481,74.995,25.25,48,82,2.81,KZ,1721315329
461,laurel,39.0993,-76.8483,26.7,78,40,4.12,US,1721315330
462,yatou,37.15,122.3833,23.68,96,1,2.61,CN,1721315331
463,camarinas,43.1311,-9.1817,25.1,67,78,2.96,ES,1721315332
464,kyzyl-kyya,40.2568,72.1279,29.4,51,100,3.17,KG,1721315333
465,paphos,34.7667,32.4167,34.02,79,20,6.69,CY,1721315335
466,irtyshsk,53.3333,75.4572,18.95,83,74,5.9,KZ,1721315336
467,sebastopol,44.6,33.5333,28.13,51,100,3.49,UA,1721315191
468,sampit,-2.5333,112.95,23.86,91,73,1.31,ID,1721315338
469,zeerust,-25.5369,26.0751,23.58,10,0,3.37,ZA,1721315339
470,monguno,12.6786,13.6079,32.28,44,98,0.87,NG,1721315340
471,raymondville,26.4815,-97.7831,31.26,62,74,2.6,US,1721315343
472,mutum biyu,8.6333,10.7667,29.8,68,84,3.36,NG,1721315344
473,okha,53.5739,142.9478,11.47,86,100,7.99,RU,1721315345
474,cape coast,5.1053,-1.2466,25.35,81,93,7.14,GH,1721315346
475,puerto ayacucho,5.6639,-67.6236,23.09,96,100,1.71,VE,1721315347
476,alapa,8.6167,4.3833,28.25,67,76,4.43,NG,1721315348
477,island harbour,50.724,-1.2758,25.11,61,27,3.32,GB,1721315350
478,macon,39.8667,-88.9668,21.6,79,0,3.25,US,1721315135
479,happy valley-goose bay,53.3168,-60.3315,14.17,100,100,3.6,CA,1721315353
480,basoko,1.2391,23.616,29.15,60,67,2.94,CD,1721315354
481,broken hill,-31.95,141.4333,8.63,73,100,5.51,AU,1721315355
482,montagu,-40.7667,144.9667,9.58,74,100,3.83,AU,1721315356
483,loango,-4.6719,11.8312,23.12,77,40,4.86,CG,1721315357
484,constantia,44.1833,28.65,38.38,54,0,3.46,RO,1721315359
485,guiberoua,6.2392,-6.1727,25.81,88,98,2.1,CI,1721315360
486,makurazaki,31.2667,130.3167,27.45,89,100,2.93,JP,1721315167
487,barghat,22.0333,79.7167,26.62,87,100,1.52,IN,1721315362
488,pimentel,-6.8367,-79.9342,18.16,77,100,2.57,PE,1721315363
489,langzhong,31.5504,105.9938,24.08,96,96,2.2,CN,1721315364
490,ketchikan,55.3422,-131.6461,14.99,99,100,1.16,US,1721315366
491,lampang,18.3333,99.5,24.47,97,100,1.56,TH,1721315367
492,gagliano del capo,39.8442,18.3695,35.45,55,0,6.49,IT,1721315368
493,novokubansk,45.117,41.0267,37.38,16,65,5.43,RU,1721315369
494,oban,56.4127,-5.4706,16.95,88,100,4.63,GB,1721315370
495,daru,-9.0763,143.2092,24.05,84,100,7.34,PG,1721315372
496,zaozersk,69.4005,32.4476,14.55,78,7,4.17,RU,1721315373
497,kosh-agach,50.0,88.6667,15.2,61,100,1.51,RU,1721315374
498,mana,5.6592,-53.7767,30.13,62,2,3.44,GF,1721315375
499,kupang,-10.1667,123.5833,24.32,57,57,4.63,ID,1721315376
500,jayapura,-2.5333,140.7,24.66,94,73,2.34,ID,1721315377
501,mil'kovo,55.6078,37.7956,26.84,59,100,1.25,RU,1721315378
502,wongsorejo,-7.9908,114.4009,23.27,87,20,3.0,ID,1721315380
503,gilgit,35.9221,74.3087,26.48,41,81,0.45,PK,1721315381
504,lazaro cardenas,17.9583,-102.2,28.99,76,100,1.86,MX,1721315382
505,nelson bay,-32.7167,152.15,10.61,77,0,0.89,AU,1721315383
506,victoria,22.2855,114.1577,28.47,87,100,3.58,HK,1721315378
507,torrington,41.8007,-73.1212,26.1,76,99,2.24,US,1721315305
508,guilin,25.2819,110.2864,25.35,93,65,0.64,CN,1721315388
509,singarayakonda,15.25,80.0333,28.34,70,100,9.11,IN,1721315389
510,ardestan,33.3761,52.3694,37.47,13,0,8.62,IR,1721315390
511,yangzhou,32.3972,119.4358,26.39,95,99,3.22,CN,1721315201
512,saudarkrokur,65.7461,-19.6394,17.13,58,33,2.05,IS,1721315392
513,yunyang,33.4474,112.7142,25.45,95,89,2.2,CN,1721315393
514,vilyuchinsk,52.9306,158.4028,12.15,90,91,0.61,RU,1721315394
515,pachperwa,27.5167,82.65,30.68,67,45,2.68,IN,1721315396
516,miri,4.4148,114.0089,26.02,88,100,1.56,MY,1721315397
517,san pedro de macoris,18.4616,-69.2972,32.34,70,100,4.49,DO,1721315398
518,george town,5.4112,100.3354,30.96,70,20,2.06,MY,1721315322
519,longboat key,27.4125,-82.659,33.49,56,0,3.09,US,1721315304
520,kurchatov,51.6601,35.6521,28.56,80,30,7.42,RU,1721315401
521,cold lake,54.4502,-110.2017,17.16,86,98,0.79,CA,1721315403
522,prado,-17.3411,-39.2208,25.53,63,3,3.15,BR,1721315404
523,ivdel',60.6911,60.4206,17.14,96,92,2.62,RU,1721315405
524,shahr-e babak,30.1165,55.1186,35.4,12,92,9.06,IR,1721315406
525,miramichi,47.0043,-65.4654,21.62,89,100,3.68,CA,1721315407
526,chernyshevskiy,63.0128,112.4714,13.97,66,94,2.31,RU,1721315411
527,brookings,44.3114,-96.7984,20.81,72,0,3.6,US,1721315413
528,anar darah,32.7587,61.654,34.51,16,0,16.46,AF,1721315414
529,port macquarie,-31.4333,152.9167,8.93,77,2,0.45,AU,1721315415
530,chasong,41.4608,126.6414,17.54,96,0,1.74,KP,1721315416
531,vorkuta,67.5,64.0,19.73,59,19,5.35,RU,1721315417
532,fisterra,42.9049,-9.2629,25.01,72,96,4.19,ES,1721315418
533,labytnangi,66.6572,66.4183,20.37,72,92,6.31,RU,1721315420
534,fada,7.25,4.0667,26.4,84,82,2.53,NG,1721315421
535,chifeng,42.2683,118.9636,23.74,39,0,3.46,CN,1721315422
536,tvoroyri,61.5556,-6.8111,11.18,87,68,3.8,FO,1721315423
537,bomi,7.2461,-11.5258,25.7,88,100,3.28,SL,1721315426
538,west bay,19.3667,-81.4167,32.04,66,40,5.14,KY,1721315427
539,roma,43.2128,-75.4557,23.86,64,75,5.14,US,1721315428
540,aizkraukle,56.6048,25.2553,23.32,53,54,4.18,LV,1721315429
541,xilin hot,43.9667,116.0333,20.06,44,1,2.25,CN,1721315430
542,sumqayit,40.5897,49.6686,29.04,55,30,5.28,AZ,1721315431
543,achinsk,56.2694,90.4993,18.87,92,100,0.92,RU,1721315432
544,sinop,41.7711,34.8709,25.24,56,0,3.61,TR,1721315435
545,vilhena,-12.7406,-60.1458,28.86,28,0,2.72,BR,1721315436
546,horta,38.5333,-28.6333,23.8,73,40,3.6,PT,1721315437
547,middelburg,-25.7751,29.4648,20.02,13,0,4.07,ZA,1721315438
548,bodaybo,57.8506,114.1933,19.09,83,92,1.36,RU,1721315440
549,sept-iles,50.2001,-66.3821,21.7,87,75,3.09,CA,1721315222
550,dampit,-8.2116,112.7493,20.47,98,65,1.42,ID,1721315442
551,zholymbet,51.7433,71.7122,18.24,84,61,2.82,KZ,1721315443
552,demba,-5.51,22.2667,36.86,12,7,1.6,CD,1721315287
553,usogorsk,63.4106,48.6872,21.42,81,29,2.3,RU,1721315446
554,ringkobing,56.0901,8.244,17.99,68,75,3.6,DK,1721315447
555,city of balikpapan,-1.242,116.8942,26.48,80,6,3.86,ID,1721315449
556,bella vista,36.4295,-94.2316,25.75,69,0,5.14,US,1721315450
557,cikampek,-6.4197,107.4558,23.18,83,7,1.16,ID,1721315451
558,san luis de la loma,17.2706,-100.8939,30.23,54,22,0.37,MX,1721315452
559,piraquara,-25.4417,-49.0633,21.83,62,0,3.6,BR,1721315453
560,tatarsk,55.219,75.9828,17.76,85,91,4.37,RU,1721315454
561,entebbe,0.0644,32.4469,27.18,57,20,2.57,UG,1721315456
562,mahishadal,22.1833,87.9833,30.44,70,87,5.98,IN,1721315457
563,paradip garh,20.3167,86.6167,29.21,84,5,6.24,IN,1721315458
564,sirjan,29.452,55.6814,35.0,19,83,8.26,IR,1721315459
565,goundam,16.4145,-3.6708,39.51,26,96,1.32,ML,1721315460
566,zarghun shahr,32.8473,68.4457,26.25,38,0,10.55,AF,1721315461
567,vernon,50.2581,-119.2691,25.72,49,84,0.61,CA,1721315385
568,aguazul,5.1728,-72.5471,22.63,89,100,1.3,CO,1721315464
569,sebeta,8.9167,38.6167,19.0,68,96,0.17,ET,1721315465
570,dahlonega,34.5326,-83.9849,28.42,78,92,2.56,US,1721315466
571,horsham,51.064,-0.3272,27.69,51,0,4.12,GB,1721315467
572,tefe,-3.3542,-64.7114,31.06,55,0,3.09,BR,1721315469
